Restaurant ID,Restaurant Name,Review Count,Overall Rating,Price Range,Categories,Coordinates,Address,Phone,Image
peros-on-the-hill-knoxville,Pero's on the Hill,94,,$$,"Burgers,Pizza,Sandwiches",35.90184 -84.02198,"7706 S Northshore Dr Knoxville, TN 37919 ",(865) 694-6900,https://s3-media1.fl.yelpcdn.com/bphoto/lot50MEXGTRvc3cuOyUzCQ/o.jpg
carrabbas-italian-grill-knoxville-2,Carrabba's Italian Grill,151,,$$,"Italian,Seafood",35.914982 -84.093661,"324 N Peters Rd Knoxville, TN 37922 ",(865) 692-2223,https://s3-media2.fl.yelpcdn.com/bphoto/MN0ANygd68FsYuCK4EviiA/o.jpg
dentons-burgers-and-fun-foods-knoxville-2,Denton's Burgers & Fun Foods,37,,$,"Burgers,Juice Bars & Smoothies,Hot Dogs",35.93193 -84.02055,"6914 Kingston Pike Knoxville, TN 37919 ",(865) 558-8676,https://s3-media2.fl.yelpcdn.com/bphoto/oZl2kraUu2s9asvQ8RHruQ/o.jpg
mrbeast-burger-knoxville,MrBeast Burger,7,,,"Food Delivery Services,Burgers",35.9325772 -84.00842955396726,"Knoxville, TN 37919 ",(877) 232-7898,https://s3-media4.fl.yelpcdn.com/bphoto/YRo2GpumYXsJpNUg0lgn5A/o.jpg
archers-bbq-knoxville,Archers BBQ,81,,$$,"Barbeque,Southern,American (Traditional)",35.9361 -83.9931,"5415 Kingston Pike Knoxville, TN 37919 ",(865) 394-9580,https://s3-media2.fl.yelpcdn.com/bphoto/Ozi_N6bGVDIhviOtWvXY4A/o.jpg
el-chico-knoxville,El Chico,78,,$$,Mexican,36.01325589964871 -83.96830204602846,"116 Cedar Ln Knoxville, TN 37912 ",(865) 687-4242,https://s3-media2.fl.yelpcdn.com/bphoto/FuG5gk74Rvz9KHPttEWmrA/o.jpg
cheddars-scratch-kitchen-knoxville-4,Cheddar's Scratch Kitchen,136,,$,"American (Traditional),Comfort Food,Southern",35.9225792 -84.05840403297839,"8390 Kingston Pike Knoxville, TN 37919 ",(865) 851-9233,https://s3-media1.fl.yelpcdn.com/bphoto/g3pQZGxHxhgqBzYmy3H5Mg/o.jpg
samis-cafe-knoxville,Sami's Cafe,106,,$,"Cafes,Wraps,American (Traditional)",35.9059025761954 -84.1082851894798,"9700 Kingston Pike Knoxville, TN 37922 ",(865) 531-7900,https://s3-media2.fl.yelpcdn.com/bphoto/Hykok4l2GLRGyKPJtJ3YoA/o.jpg
mahalo-coffee-roasters-knoxville-4,Mahalo Coffee Roasters,23,,,"Coffee & Tea,Coffee Roasteries,Breakfast & Brunch",35.96424209971009 -83.92077354357006,"513 Union Ave Knoxville, TN 37902 ",,https://s3-media3.fl.yelpcdn.com/bphoto/6Rqx5H2KJ-rtMSFAqvgllg/o.jpg
waffley-good-knoxville,Waffley Good,8,,,"Waffles,Food Trucks",35.953296661377 -83.9893188476562,"Knoxville, TN 37909 ",(865) 274-6100,https://s3-media1.fl.yelpcdn.com/bphoto/AfJEKD3RBw1DwQE6NBeDMw/o.jpg
brunos-pizzeria-knoxville,Bruno's Pizzeria,24,,$$,"Burgers,Pizza",35.93303 -84.01962,"6907 Kingston Pike Knoxville, TN 37919 ",(865) 584-4900,https://s3-media2.fl.yelpcdn.com/bphoto/bZtsb7NocEAb4EqLXhIuVw/o.jpg
wagon-wheel-knoxville,Wagon Wheel,11,,,American (New),35.96976 -83.918435,"115 S Central St Knoxville, TN 37902 ",(865) 549-7229,https://s3-media2.fl.yelpcdn.com/bphoto/iSheP-jQsXSUOU_O7fl-9Q/o.jpg
petros-chili-and-chips-west-hills-knoxville,Petro's Chili & Chips-West Hills,24,,$,"Tex-Mex,Hot Dogs,American (New)",35.9321807 -84.0227551,"7005 Kingston Pike Knoxville, TN 37919 ",(865) 450-5004,https://s3-media4.fl.yelpcdn.com/bphoto/EcCSCIyCqLPuKc-3IuPi0w/o.jpg
makino-japanese-buffet-knoxville,Makino Japanese Buffet,164,,$$,Japanese,35.9252437363733 -84.0532951802015,"8217 Kingston Pike Knoxville, TN 37919 ",(865) 560-8878,https://s3-media3.fl.yelpcdn.com/bphoto/kQDO121vFnoLFD2_CH0jyg/o.jpg
hello-tea-house-knoxville,Hello Tea House,15,,,"Bubble Tea,Desserts,Creperies",35.96282 -83.91652,"722 S Gay St Knoxville, TN 37902 ",,https://s3-media2.fl.yelpcdn.com/bphoto/elTk6DlQ8dMvI02OparG2Q/o.jpg
cjs-tacos-knoxville,CJ's Tacos,18,,,"Food Trucks,Tacos",35.964958 -83.918242,"507 South Gay St Knoxville, TN 37922 ",(865) 770-5999,https://s3-media2.fl.yelpcdn.com/bphoto/41B_pJAWc0Rzqu5nWoxKNg/o.jpg
status-dough-knoxville-4,Status Dough,47,,,"Donuts,Coffee & Tea,Breakfast & Brunch",35.96586 -83.91822,"418 S Gay St Knoxville, TN 37902 ",(865) 888-0997,https://s3-media4.fl.yelpcdn.com/bphoto/22s8RuJfbBE4I7cOYcjACA/o.jpg
porton-mexican-kitchen-knoxville,Porton Mexican Kitchen,61,,$,Mexican,35.9467401616264 -84.113553352654,"9623 Countryside Center Ln Knoxville, TN 37931 ",(865) 247-4914,https://s3-media1.fl.yelpcdn.com/bphoto/7Wz_C-rgeD9Hh7QBPuLhgw/o.jpg
king-gyros-knoxville,King Gyros,31,,,Mediterranean,35.92515 -84.037544,"7600 Kingston Pike Knoxville, TN 37919 ",,https://s3-media3.fl.yelpcdn.com/bphoto/CI_U4fFODjuxtWklA2-9qA/o.jpg
hatmakers-bar-and-grill-knoxville,Hatmaker's Bar and Grill,4,,,"Pubs,Burgers,Beer Bar",36.024423734514 -83.9244478940964,"2917 Tazewell Pike Knoxville, TN 37918 ",(865) 337-7791,https://s3-media3.fl.yelpcdn.com/bphoto/nLkdDZ6c4JI3iXRtskVnZQ/o.jpg
la-fiesta-mexican-restaurant-and-grill-knoxville,La Fiesta Mexican Restaurant & Grill,60,,$$,Mexican,35.9790878 -84.0141678,"5707 Western Ave Knoxville, TN 37921 ",(865) 588-2599,https://s3-media4.fl.yelpcdn.com/bphoto/3DtiweQCV-dzcS-JEol1gQ/o.jpg
panda-chinese-restaurant-knoxville,Panda Chinese Restaurant,38,,$,Chinese,35.9723999 -83.987052,"4424 Western Ave Knoxville, TN 37921 ",(865) 637-3732,https://s3-media1.fl.yelpcdn.com/bphoto/FqzB3p9LEJu-5mdS3zjeIA/o.jpg
gibbys-dining-and-drinks-knoxville-4,Gibby's Dining & Drinks,12,,$$,"Bars,American (Traditional)",35.91975 -84.08855,"9134 Executive Park Dr Knoxville, TN 37923 ",(865) 693-1011,https://s3-media1.fl.yelpcdn.com/bphoto/K8sXqDE9K2mpBSGIyC1bvA/o.jpg
the-lunchbox-knoxville-6,The Lunchbox,1,,,"Soup,Sandwiches,Coffee & Tea",35.939913 -83.987612,"5005 Kingston Pike Knoxville, TN 37919 ",(865) 249-6010,https://s3-media4.fl.yelpcdn.com/bphoto/IVyclYZXrLQ69o2cxBT1QA/o.jpg
hollys-eventful-dining-knoxville,Holly's Eventful Dining,9,,$$,Diners,35.9395952 -83.9884939,"5107 Kingston Pike Knoxville, TN 37919 ",(865) 330-0123,https://s3-media1.fl.yelpcdn.com/bphoto/SkgTp_F2GDtuAhIvakwOxw/o.jpg
fai-thai-food-truck-knoxville,Fai Thai Food Truck,6,,,"Thai,Food Trucks",35.96079 -83.91894,"Knoxville, TN 37901 ",(865) 386-6992,https://s3-media4.fl.yelpcdn.com/bphoto/2_EYifydrx-c1VzFx14nGQ/o.jpg
the-chop-house-knoxville-5,The Chop House,66,,$$,"Steakhouses,American (Traditional),Seafood",36.0274723917246 -83.9267103374004,"4870 Harvest Mill Way Knoxville, TN 37918 ",(865) 687-1330,https://s3-media2.fl.yelpcdn.com/bphoto/HC22rHWT1y4e8D5Wvu3Bcw/o.jpg
taqueria-la-herradura-knoxville-4,Taqueria La Herradura,20,,,"Food Trucks,Mexican",35.92432 -84.05586,"8311 Kingston Pike Knoxville, TN 37919 ",(865) 919-6447,https://s3-media4.fl.yelpcdn.com/bphoto/TIMec-RCwhASGcI33btGHQ/o.jpg
marble-city-kitchen-and-firefly-knoxville,Marble City Kitchen And Firefly,28,,$$,"Southern,Beer Bar",35.9611587524414 -83.9191589355469,"501 W Main St Knoxville, TN 37902 ",(865) 523-2300,https://s3-media3.fl.yelpcdn.com/bphoto/kjQVFq-TcOTu4HGtQqH-Tg/o.jpg
susans-happy-hour-knoxville,Susan's Happy Hour,1,,,"Bars,American (Traditional)",35.9554 -84.01347,"1482 Amherst Knoxville, TN 37909 ",(865) 240-3739,
open-chord-knoxville,Open Chord,25,,$,"Music Venues,Cafes",35.921733 -84.0623449,"8502 Kingston Pike Knoxville, TN 37919 ",(865) 281-5861,https://s3-media2.fl.yelpcdn.com/bphoto/YCbSi6hTmDM4sV7taF8xYQ/o.jpg
mi-pueblo-knoxville,Mi Pueblo,44,,$,Mexican,35.92233 -84.052543,"1645 Downtown W Blvd Ste 17 Knoxville, TN 37919 ",(865) 560-0411,https://s3-media4.fl.yelpcdn.com/bphoto/IEe6qoVwYaJ_uP-kZzVydg/o.jpg
la-casa-de-burro-flojo-knoxville-2,La Casa De Burro Flojo,95,,$,"Mexican,Sports Bars",35.925811 -84.047818,"8079 Kingston Pike Knoxville, TN 37919 ",(865) 247-0414,https://s3-media2.fl.yelpcdn.com/bphoto/HQGG_ZA11EqgsW-8HkQvBg/o.jpg
outback-steakhouse-knoxville,Outback Steakhouse,72,,$$,Steakhouses,36.0082537 -83.972979,"314 A Merchant Dr Knoxville, TN 37912 ",(865) 281-0999,https://s3-media4.fl.yelpcdn.com/bphoto/j94OSMtQ2BrLDXChxGGXcw/o.jpg
barleys-taproom-and-pizzeria-knoxville-2,Barley's Taproom & Pizzeria,196,,$$,"Bars,Pizza,American (Traditional)",35.97083 -83.91719,"200 East Jackson Ave Knoxville, TN 37915 ",(865) 521-0092,https://s3-media1.fl.yelpcdn.com/bphoto/EjAPspG03pg4H0VKDkEXNw/o.jpg
texas-roadhouse-knoxville-12,Texas Roadhouse,82,,$$,"Steakhouses,Barbeque,American (Traditional)",35.927758 -84.035043,"120 Morrell Rd Knoxville, TN 37919 ",(865) 584-4150,https://s3-media3.fl.yelpcdn.com/bphoto/3vY-SBC_DnGE0VjDIOEbDQ/o.jpg
wishbones-knoxville,Wishbones,18,,$,Chicken Wings,36.0016804 -83.9736471,"4808 Clinton Hwy Knoxville, TN 37912 ",(865) 219-0777,https://s3-media1.fl.yelpcdn.com/bphoto/4tolHKLVcL8GbiLQ92q3qA/o.jpg
culvers-knoxville,Culver's,114,,$,"Burgers,Fast Food",35.912517795175 -84.0851007116394,"9113 Kingston Pike Knoxville, TN 37923 ",(865) 357-1780,https://s3-media2.fl.yelpcdn.com/bphoto/ih8BpAg9bSqcyqOez9YeQg/o.jpg
cjs-tacos-knoxville-2,CJ's Tacos,10,,,Tacos,35.964794 -83.918212,"507 S Gay St Embassy Suites Downtown Knoxville, TN 37902 ",(865) 951-8217,https://s3-media3.fl.yelpcdn.com/bphoto/gWQbgfKU1RrQrtLn0110sQ/o.jpg
five-guys-knoxville,Five Guys,48,,$,"Burgers,Fast Food",35.93583231853625 -84.00336769746647,"234 Brookview Centre Way Unit 101 Knoxville, TN 37919 ",(865) 337-8595,https://s3-media1.fl.yelpcdn.com/bphoto/gBU9b5Pfjq_qnEBLbJ0fZg/o.jpg
yummy-yummy-teriyaki-knoxville,Yummy Yummy Teriyaki,26,,$,Asian Fusion,35.93291 -83.90584,"4409 Chapman Hwy Kroger Shopping Center Knoxville, TN 37920 ",(865) 573-3188,https://s3-media4.fl.yelpcdn.com/bphoto/_zZPGqG-0CxqzGxYW4xrXw/o.jpg
fuji-japanese-grill-knoxville,Fuji Japanese Grill,59,,$,Japanese,35.8973808288574 -84.1305541992188,"10508 Kingston Pike Knoxville, TN 37922 ",(865) 690-6163,https://s3-media1.fl.yelpcdn.com/bphoto/L94_FlNthQ-YVSRqn3R8Sg/o.jpg
china-wok-knoxville,China Wok,10,,,Chinese,36.03766717126604 -83.88515487668634,"5453 Washington Pike Knoxville, TN 37918 ",(865) 546-0323,https://s3-media1.fl.yelpcdn.com/bphoto/Xig8DhVJ9aZGcULx-KWYIA/o.jpg
chuys-knoxville-2,Chuy's,259,,$$,"Tex-Mex,Mexican,Bars",35.91191 -84.08856,"9235 Kingston Pike Knoxville, TN 37922 ",(865) 670-4141,https://s3-media1.fl.yelpcdn.com/bphoto/hLHUzpzsB6sDKcyerDYSzg/o.jpg
nama-sushi-bar-cedar-bluff-knoxville,Nama Sushi Bar - Cedar Bluff,76,,$$,"Sushi Bars,Asian Fusion,Soup",35.9158201904657 -84.0880596265197,"260 N Peters Rd Knoxville, TN 37923 ",(865) 500-6262,https://s3-media3.fl.yelpcdn.com/bphoto/eqwzgpewRvqebq3jflsLJg/o.jpg
poke-bros-knoxville-knoxville,Poke Bros - Knoxville,14,,,"Hawaiian,Seafood,Poke",35.95523 -83.93502,"1830 Cumberland Ave Knoxville, TN 37916 ",(865) 816-0515,https://s3-media2.fl.yelpcdn.com/bphoto/CwhQcuLM4D3imJv44JA6Sg/o.jpg
asia-cafe-knoxville,Asia Cafe,152,,$$,"Sushi Bars,Thai,Vietnamese",36.0147430581007 -84.0125624994751,"1708 Callahan Dr Knoxville, TN 37912 ",(865) 688-8888,https://s3-media2.fl.yelpcdn.com/bphoto/iwrUp_FYqlKDiFJvQlXQfw/o.jpg
southern-kitchen-sandwich-powell,Southern Kitchen Sandwich,10,,,"Sandwiches,Salad,American (Traditional)",36.027997 -84.033557,"2307 W Emory Rd Powell, TN 37849 ",(865) 938-4800,https://s3-media2.fl.yelpcdn.com/bphoto/xiWO9TyORa52jQ6oh8zxcA/o.jpg
habaneros-knoxville-2,Habaneros,34,,$$,Mexican,36.0343318421079 -83.8894933462143,"4620 Greenway Dr Knoxville, TN 37918 ",,https://s3-media1.fl.yelpcdn.com/bphoto/MsmPz26NVqKar9zeAFNcFA/o.jpg
las-fuentes-knoxville,Las Fuentes,19,,,Mexican,35.9505372494459 -83.9142736047506,"2525 Chapman Hwy Knoxville, TN 37920 ",(865) 609-6866,https://s3-media3.fl.yelpcdn.com/bphoto/yZ0ChTgaYMeS5H2oTJhlNw/o.jpg
pizza-hoss-powell,Pizza Hoss,54,,$$,Pizza,36.015064239502 -84.0441284179688,"7215 Clinton Hwy Ste C Powell, TN 37849 ",(865) 859-0214,https://s3-media2.fl.yelpcdn.com/bphoto/0AbhHme7csDvdZ_kwse5OQ/o.jpg
chef-ben-knoxville,Chef Ben,57,,$,Chinese,36.0344274328415 -83.930882554631,"5210 N Broadway St Knoxville, TN 37918 ",(865) 687-8988,https://s3-media1.fl.yelpcdn.com/bphoto/ZdngKyR9-5QtRBy4XvkijQ/o.jpg
hummingbird-hemp-cafe-knoxville,Hummingbird Hemp Cafe,2,,,"Tea Rooms,Cafes",36.00579667 -83.92608833,"3716 Walker Blvd Knoxville, TN 37917 ",(865) 219-1190,https://s3-media3.fl.yelpcdn.com/bphoto/4JSU8TOdB-YUijr3aISCvA/o.jpg
senor-cactus-knoxville,Senor Cactus,44,,$,"Mexican,Vegetarian",35.9788055419922 -84.1164169311523,"7811 Oakridge Hwy Ste N 1 Knoxville, TN 37931 ",(865) 333-5541,https://s3-media1.fl.yelpcdn.com/bphoto/ESuOLLC4RfuCGePZnF-NFg/o.jpg
oakwood-bbq-knoxville,Oakwood BBQ,11,,,"Food Trucks,Barbeque",35.9606781005859 -83.921028137207,"Knoxville, TN 37901 ",(865) 235-1013,https://s3-media1.fl.yelpcdn.com/bphoto/IShSI0-BAne17Y61oNZIJg/o.jpg
waffle-house-knoxville-6,Waffle House #293,42,,$,"Breakfast & Brunch,American (Traditional),Waffles",35.937548 -84.0083886,"6230 Papermill Rd Knoxville, TN 37919 ",(865) 588-9148,https://s3-media2.fl.yelpcdn.com/bphoto/FLJQGKX7UEsOSZeR8_aSyA/o.jpg
osaka-grill-and-sushi-buffet-knoxville-2,Osaka Grill and Sushi Buffet,31,,$,"Sushi Bars,Chinese,Japanese",35.936866 -83.908029,"4009 Chapman Hwy Knoxville, TN 37920 ",(865) 951-1524,https://s3-media3.fl.yelpcdn.com/bphoto/0PHp1dKO1akaunQUNosslw/o.jpg
roosters-bar-and-grill-knoxville,Rooster's Bar & Grill,46,,$$,"Sports Bars,American (Traditional)",35.9041551 -84.0201421,"7585 S Northshore Dr Knoxville, TN 37919 ",(865) 691-3938,https://s3-media2.fl.yelpcdn.com/bphoto/8m7UH2AoKO7u5JFV-Fu3LA/o.jpg
holy-smokin-bbq-knoxville,Holy Smokin BBQ,7,,$$,"Food Trucks,Barbeque",35.88454 -83.93809,"3104 Topside Rd Knoxville, TN 37920 ",(865) 719-1183,https://s3-media2.fl.yelpcdn.com/bphoto/AfTBpX51dV2_9shN1-G4Fg/o.jpg
humphammers-market-and-deli-powell,Humphammers Market & Deli,6,,$,"Delis,Burgers,Hot Dogs",36.01579 -84.04811,"7331 Clinton Hwy Powell, TN 37849 ",(865) 947-5557,https://s3-media2.fl.yelpcdn.com/bphoto/bZC7Sy0gXU3fM0AUR7iEWg/o.jpg
the-hill-knoxville,The Hill,34,,$,"Sports Bars,American (Traditional)",35.96394 -83.92797,"1105 Forest Ave Knoxville, TN 37916 ",(865) 540-1011,https://s3-media4.fl.yelpcdn.com/bphoto/IAIHWRehw49apxCGX8cY8w/o.jpg
jets-pizza-knoxville-2,Jet's Pizza,30,,$$,"Pizza,Italian,Chicken Wings",35.9300889 -84.0318264,"7331 Kingston Pike Knoxville, TN 37919 ",(865) 566-0750,https://s3-media2.fl.yelpcdn.com/bphoto/VJ4vs0O1cVPu7NqyDqLHyw/o.jpg
olive-garden-italian-restaurant-knoxville-4,Olive Garden Italian Restaurant,86,,$$,"Italian,Salad,Soup",35.9301414 -84.02788085916009,"7206 Kingston Pike Knoxville, TN 37919 ",(865) 584-7300,https://s3-media2.fl.yelpcdn.com/bphoto/qVL4D3MktvmNF3NeaB2iag/o.jpg
casa-don-gallo-knoxville,Casa Don Gallo,62,,$$,Mexican,35.9020818942941 -84.0232958037048,"7741 S Northshore Dr Ste 108 Knoxville, TN 37919 ",(865) 692-1310,https://s3-media4.fl.yelpcdn.com/bphoto/bqKVDT0AgOeQNgD0ysj3JQ/o.jpg
el-mezcal-mexican-restaurant-knoxville,El Mezcal Mexican Restaurant,32,,$,Mexican,35.94196 -83.981247,"118 N Forest Park Blvd Knoxville, TN 37919 ",(865) 558-6416,https://s3-media3.fl.yelpcdn.com/bphoto/YTsdV57QOnh-h-G5i1f-uA/o.jpg
cafe-vicolo-knoxville,Cafe Vicolo,29,,,"Cafes,Breakfast & Brunch",35.9638709636252 -83.9177531584762,"625 S Gay St Knoxville, TN 37902 ",,https://s3-media2.fl.yelpcdn.com/bphoto/_Toip3IYVZ0dYLjJt5YrJg/o.jpg
horn-of-plenty-market-and-country-kitchen-knoxville,Horn of Plenty Market & Country Kitchen,39,,$,"Fruits & Veggies,Building Supplies,Southern",35.94112 -84.090934,"9132 Middlebrook Pike Knoxville, TN 37923 ",(865) 690-9602,https://s3-media1.fl.yelpcdn.com/bphoto/Zjc4Fqu0Obv1jpUqL8Ek1w/o.jpg
longhorn-steakhouse-knoxville-3,LongHorn Steakhouse,80,,$$,"Steakhouses,American (Traditional),Barbeque",35.9257290379916 -84.0410695761963,"7740 Kingston Pike Knoxville, TN 37919 ",(865) 693-8700,https://s3-media3.fl.yelpcdn.com/bphoto/-r0qu5huOsdsAi7Fhg8aAQ/o.jpg
jamba-knoxville,Jamba,1,,,"Juice Bars & Smoothies,Sandwiches",35.9244853 -84.03839719999999,"7600 Kingston Pike Space  1162 Knoxville, TN 37919 ",(865) 690-8956,https://s3-media2.fl.yelpcdn.com/bphoto/2mT2BwX9vFCykpTtxEr8BQ/o.jpg
chilis-knoxville,Chili's,58,,$$,"Tex-Mex,American (Traditional),Bars",36.0063063209433 -84.0211486457916,"6635 Clinton Hwy Knoxville, TN 37912 ",(865) 938-4372,https://s3-media4.fl.yelpcdn.com/bphoto/1XljCkP5Dn0qGpM1V8VZYA/o.jpg
o-charleys-restaurant-and-bar-knoxville,O'Charley's Restaurant & Bar,56,,$$,"American (Traditional),Burgers,Southern",36.013109 -83.9695887532675,"117 Cedar Ln Knoxville, TN 37912 ",(865) 689-2870,https://s3-media1.fl.yelpcdn.com/bphoto/rIYFZ6fwSqfxA6NRUTtGGA/o.jpg
full-service-bbq-knoxville-5,Full Service BBQ,140,,$$,"Barbeque,Fast Food",35.9000003566895 -84.1258570613245,"10248 Kingston Pike Knoxville, TN 37922 ",(865) 888-6990,https://s3-media2.fl.yelpcdn.com/bphoto/Was-2J10PwKrl7Vqk0DJWA/o.jpg
tacomex-taco-truck-knoxville,Tacomex Taco Truck,7,,$,"Mexican,Food Stands",35.9237962463835 -84.0567844483704,"8313 Kingston Pike at Conoco Station Knoxville, TN 37919 ",,https://s3-media2.fl.yelpcdn.com/bphoto/y4sXhhjBR18hptILeHOPxw/o.jpg
t-don-s-crawfish-house-knoxville,T-Don’s Crawfish House,1,,,Seafood,35.98013 -83.90475,"1931 E Magnolia Ave Knoxville, TN 37917 ",,
blaze-pizza-knoxville,Blaze Pizza,217,,$,"Salad,Pizza,Fast Food",35.9129014612718 -84.0829056736107,"113 N Peters Rd Knoxville, TN 37923 ",(865) 225-1839,https://s3-media2.fl.yelpcdn.com/bphoto/mZjF5uooUM8L2CJfYDAbcA/o.jpg
preservation-pub-knoxville,Preservation Pub,132,,$$,"Pubs,Pizza,Music Venues",35.9655240923166 -83.9198076725006,"28 Market Sq Knoxville, TN 37902 ",(865) 524-2224,https://s3-media3.fl.yelpcdn.com/bphoto/QykLbwwWcWAkH9MllQ53XA/o.jpg
brenz-pizza-co-knoxville-8,Brenz Pizza Co.,66,,$$,"Pizza,Chicken Wings,Sandwiches",35.9565187592269 -83.9328303151194,"1705 Cumberland Ave Knoxville, TN 37916 ",(865) 525-2882,https://s3-media2.fl.yelpcdn.com/bphoto/OyNx2p0rBYcm8-mEQy0uQA/o.jpg
ham-n-goodys-knoxville,Ham 'n Goodys,55,,$$,"Bakeries,Cafes,Sandwiches",35.9303783897974 -84.0010654151481,"314 S Northshore Dr Knoxville, TN 37919 ",(865) 584-2246,https://s3-media1.fl.yelpcdn.com/bphoto/xaAdfXynhf5VeAI08fEQzQ/o.jpg
salsaritas-fresh-cantina-powell-2,Salsarita's Fresh Cantina,7,,,"Steakhouses,Tacos",36.0504148946186 -83.9929756428372,"570 E Emory Rd Powell, TN 37849 ",(865) 512-9137,https://s3-media4.fl.yelpcdn.com/bphoto/mJ7Rj0HVI8Va7g83-YYa_w/o.jpg
cook-out-powell,Cook Out,41,,$,"Burgers,Fast Food,Hot Dogs",36.0503316303458 -83.9972548775768,"435 E Emory Rd Powell, TN 37849 ",,https://s3-media3.fl.yelpcdn.com/bphoto/ZC8UmIHbS2RIgUmke40zxQ/o.jpg
cook-out-knoxville-2,Cook Out,56,,$,"Burgers,Fast Food,American (Traditional)",35.9317398071289 -84.0207977294922,"6920 Kingston Pike Knoxville, TN 37919 ",,https://s3-media3.fl.yelpcdn.com/bphoto/_uiY4KjlSwx-lQsnQ7QkCg/o.jpg
bearden-banquet-hall-knoxville,Bearden Banquet Hall,7,,,Barbeque,35.933263891789395 -83.99901646395081,"5806 Kingston Pike Knoxville, TN 37919 ",(865) 588-0051,https://s3-media1.fl.yelpcdn.com/bphoto/0VSH864ftnW9fZqeLpzH6A/o.jpg
m-and-m-knoxville,M & M,50,,$,"Barbeque,Caterers",35.9419807592382 -84.0845580318288,"1039 Summerwood Rd Knoxville, TN 37923 ",(865) 692-1003,https://s3-media4.fl.yelpcdn.com/bphoto/ut60PX3fb-sZAuD5JLBGpw/o.jpg
sky-box-sports-bar-and-grill-knoxville-2,Sky Box Sports Bar & Grill,41,,$,"Chicken Wings,Sports Bars,American (Traditional)",35.9660172625957 -83.9189025939464,"415 S Gay St Knoxville, TN 37902 ",(865) 200-8910,https://s3-media4.fl.yelpcdn.com/bphoto/eB6mtPw5c7EhJGNHZpp4cw/o.jpg
china-lee-knoxville,China Lee,40,,$,"Chinese,Asian Fusion",35.9446159441508 -84.0716314315796,"8643 Middlebrook Pike Knoxville, TN 37923 ",(865) 769-7278,https://s3-media4.fl.yelpcdn.com/bphoto/E6aLxrGV0V_bUj-mf5bnDg/o.jpg
ihop-knoxville,IHOP,55,,$$$,"American (Traditional),Breakfast & Brunch,Burgers",35.9305 -84.0265527,"7128 Kingston Pike Knoxville, TN 37919 ",(865) 588-8331,https://s3-media1.fl.yelpcdn.com/bphoto/fK3hKTN6s7zi7fR_BjDl_w/o.jpg
the-kroger-co-knoxville-2,The Kroger Co,16,,$$,"Grocery,Bakeries,Delis",35.939668 -83.9846304,"4918 Kingston Pike Knoxville, TN 37919 ",(865) 584-0201,https://s3-media4.fl.yelpcdn.com/bphoto/LrcaCXrXkSCzsEnEuhndww/o.jpg
jersey-mikes-subs-knoxville-4,Jersey Mike's Subs,15,,,"Fast Food,Delis,Sandwiches",35.94191 -83.98536,"4839 Kingston Pike Knoxville, TN 37919 ",(865) 862-8800,https://s3-media3.fl.yelpcdn.com/bphoto/qqwUg21wu0vhw4XBXaohvA/o.jpg
aladdin-grill-knoxville,Aladdin Grill,42,,$,"Salad,American (Traditional),Pizza",35.9564949228054 -83.9337373897433,"1723 Cumberland Ave Knoxville, TN 37916 ",(865) 247-4289,https://s3-media3.fl.yelpcdn.com/bphoto/jPUXTQyqfIdx7C3ac1afuQ/o.jpg
super-mario-knoxville,Super Mario,55,,$,Pizza,35.9774208 -83.923378,"736 N Broadway St Knoxville, TN 37917 ",(865) 525-3010,https://s3-media2.fl.yelpcdn.com/bphoto/D-oWbl6kq1qmB1TArAs-CQ/o.jpg
likewise-coffee-knoxville,Likewise Coffee,16,,$,"Coffee Roasteries,Coffee & Tea,Breakfast & Brunch",35.97783 -83.91161,"1209 E Magnolia Ave Knoxville, TN 37917 ",,https://s3-media2.fl.yelpcdn.com/bphoto/45WeFkURVANabMqtaRyDjQ/o.jpg
soccer-taco-knoxville-3,Soccer Taco,80,,$$,Mexican,35.8581067 -84.0796077,"2031 Thunderhead Rd Knoxville, TN 37922 ",(865) 691-3503,https://s3-media3.fl.yelpcdn.com/bphoto/hNcAjhzUYThM6wWVCs4XeA/o.jpg
chick-fil-a-knoxville-3,Chick-fil-A,23,,$,"Fast Food,Chicken Shop,Salad",35.9399112 -83.9859368,"4944 Kingston Pike Knoxville, TN 37919 ",(865) 330-0044,https://s3-media2.fl.yelpcdn.com/bphoto/fjRd32sZbV2eTujHqrNaoQ/o.jpg
the-lunchbox-knoxville-9,The Lunchbox,1,,,"Desserts,Wraps,Sandwiches",35.946876 -84.014761,"1225 E Weisgarber Rd Ste 170 Knoxville, TN 37909 ",(865) 602-2232,https://s3-media4.fl.yelpcdn.com/bphoto/72dad5Eh7E8-wTg94YJdVg/o.jpg
outback-steakhouse-knoxville-2,Outback Steakhouse,81,,$$,Steakhouses,35.914766801045 -84.0943281932367,"330 N Peters Rd Knoxville, TN 37922 ",(865) 539-2540,https://s3-media4.fl.yelpcdn.com/bphoto/7sTAYZ_B9qqL2j84BT_pbg/o.jpg
oscars-restaurant-knoxville,Oscar's Restaurant,85,,$,Pizza,35.9551291489833 -83.9355338049491,"1840 Cumberland Ave Knoxville, TN 37916 ",(865) 524-3663,https://s3-media3.fl.yelpcdn.com/bphoto/dDOmMF-hFDj1KXtJENu0Bw/o.jpg
